jurisdiccion,edad_grupo,sexo,nacimientos
Sgo. del Estero,35 a 39,femenino,1
Sgo. del Estero,25 a 29,femenino,5
Bs.As.,35 a 39,desconocido,1
Bs.As.,15 a 19,desconocido,1
Mendoza,30 a 34,femenino,13
Sgo. del Estero,25 a 29,femenino,5
Salta,35 a 39,femenino,1
Sgo. del Estero,25 a 29,femenino,127
Sgo. del Estero,25 a 29,femenino,108
Bs.As.,25 a 29,indeterminado,1
Salta,35 a 39,femenino,3
Salta,35 a 39,femenino,1
Entre Ríos,20 a 24,femenino,18
Bs.As.,30 a 34,femenino,4
Bs.As.,30 a 34,femenino,8
Sgo. del Estero,25 a 29,femenino,2
Tucumán,40 a 44,femenino,2
Tucumán,40 a 44,femenino,1
Bs.As.,30 a 34,femenino,9
CABA,20 a 24,femenino,3
Salta,20 a 24,femenino,3
Salta,20 a 24,femenino,2
Mendoza,20 a 24,femenino,1
Mendoza,20 a 24,femenino,2
Santa Cruz,15 a 19,femenino,36
Santa Cruz,15 a 19,femenino,14
Salta,35 a 39,femenino,7
Salta,35 a 39,femenino,1
Tucumán,25 a 29,femenino,28
Bs.As.,15 a 19,desconocido,1
Tucumán,25 a 29,femenino,13
Entre Ríos,30 a 34,femenino,1
Entre Ríos,30 a 34,femenino,8
Entre Ríos,30 a 34,femenino,85
Tucumán,25 a 29,femenino,407
Salta,40 a 44,femenino,7
Salta,40 a 44,femenino,1
Bs.As.,30 a 34,femenino,13
Entre Ríos,30 a 34,femenino,1
Tierra del Fuego,25 a 29,femenino,10
Bs.As.,20 a 24,desconocido,1
Bs.As.,20 a 24,desconocido,4
Tucumán,25 a 29,femenino,1
Tucumán,25 a 29,femenino,1
Santa Fe,25 a 29,femenino,1
CABA,20 a 24,femenino,13
CABA,20 a 24,femenino,35
Tucumán,40 a 44,femenino,4
Tucumán,40 a 44,femenino,9
Tucumán,40 a 44,femenino,3
CABA,20 a 24,femenino,1
Mendoza,25 a 29,femenino,1
Mendoza,25 a 29,femenino,2
Mendoza,25 a 29,femenino,1
CABA,20 a 24,femenino,28
Mendoza,25 a 29,femenino,1
San Juan,30 a 34,femenino,2
Chaco,Sin especificar,femenino,3
Chaco,Sin especificar,femenino,1
Tucumán,25 a 29,femenino,57
Tucumán,25 a 29,femenino,126
Tucumán,25 a 29,femenino,45
Tucumán,25 a 29,femenino,1
Tucumán,25 a 29,femenino,2
Sgo. del Estero,30 a 34,femenino,111
Sgo. del Estero,30 a 34,femenino,2
Sgo. del Estero,30 a 34,femenino,1
Sgo. del Estero,30 a 34,femenino,1
Sgo. del Estero,30 a 34,femenino,3
Sgo. del Estero,30 a 34,femenino,6
Sgo. del Estero,30 a 34,femenino,7
Sgo. del Estero,30 a 34,femenino,3
Tucumán,30 a 34,femenino,8
Córdoba,35 a 39,femenino,2
Córdoba,35 a 39,femenino,8
Salta,20 a 24,femenino,158
Salta,20 a 24,femenino,331
Salta,20 a 24,femenino,197
Salta,20 a 24,femenino,1
Salta,20 a 24,femenino,1
Sgo. del Estero,30 a 34,femenino,1
Salta,20 a 24,femenino,2
CABA,25 a 29,femenino,1
CABA,25 a 29,femenino,5
CABA,25 a 29,femenino,9
Mendoza,15 a 19,femenino,1
Mendoza,15 a 19,femenino,10
Santa Fe,20 a 24,femenino,2
Salta,15 a 19,femenino,1
Salta,De 45 y más,femenino,3
Tucumán,30 a 34,femenino,5
Córdoba,Menor de 15,femenino,3
Córdoba,15 a 19,femenino,1
Santa Fe,20 a 24,femenino,26
CABA,25 a 29,femenino,1
Tucumán,25 a 29,femenino,6
CABA,25 a 29,femenino,23
CABA,25 a 29,femenino,62
Santa Fe,15 a 19,femenino,9
CABA,25 a 29,femenino,1
CABA,25 a 29,femenino,2
CABA,25 a 29,femenino,2
Entre Ríos,20 a 24,femenino,1
Santa Fe,30 a 34,femenino,15
Tucumán,30 a 34,femenino,1
Tucumán,30 a 34,femenino,4
Bs.As.,Sin especificar,desconocido,1
Tucumán,30 a 34,femenino,1
Tucumán,30 a 34,femenino,1
Tucumán,30 a 34,femenino,1
Sin Información,35 a 39,desconocido,1
Tierra del Fuego,20 a 24,femenino,1
Sgo. del Estero,25 a 29,femenino,18
Salta,15 a 19,femenino,3
Sgo. del Estero,35 a 39,femenino,4
Sgo. del Estero,35 a 39,femenino,6
Tierra del Fuego,20 a 24,femenino,1
Tierra del Fuego,20 a 24,femenino,1
Córdoba,15 a 19,femenino,29
Córdoba,15 a 19,femenino,3
San Luis,20 a 24,femenino,1
Tierra del Fuego,20 a 24,femenino,1
Santa Fe,30 a 34,femenino,33
San Luis,20 a 24,femenino,107
Neuquén,30 a 34,femenino,1
Sgo. del Estero,35 a 39,femenino,9
Sgo. del Estero,35 a 39,femenino,23
Sgo. del Estero,35 a 39,femenino,65
Córdoba,40 a 44,femenino,2
Entre Ríos,20 a 24,femenino,1
Río Negro,20 a 24,femenino,39
Río Negro,20 a 24,femenino,19
Sgo. del Estero,35 a 39,femenino,1
Salta,25 a 29,femenino,1
Sgo. del Estero,35 a 39,femenino,2
Bs.As.,35 a 39,desconocido,1
Entre Ríos,20 a 24,femenino,12
Bs.As.,15 a 19,femenino,1
Bs.As.,30 a 34,femenino,5
San Luis,25 a 29,femenino,1
Mendoza,20 a 24,femenino,383
Entre Ríos,30 a 34,femenino,1
Bs.As.,30 a 34,femenino,1
CABA,35 a 39,desconocido,1
Tucumán,20 a 24,femenino,1
Tucumán,20 a 24,femenino,1
Sin Información,15 a 19,femenino,1
Sin Información,15 a 19,femenino,1
Tucumán,40 a 44,femenino,1
Tucumán,25 a 29,femenino,1
Bs.As.,15 a 19,desconocido,1
Tucumán,25 a 29,femenino,29
Entre Ríos,30 a 34,femenino,183
Entre Ríos,30 a 34,femenino,125
Entre Ríos,30 a 34,femenino,1
Entre Ríos,30 a 34,femenino,1
Tucumán,25 a 29,femenino,5
Entre Ríos,30 a 34,femenino,1
Entre Ríos,30 a 34,femenino,1
Entre Ríos,35 a 39,femenino,1
Entre Ríos,35 a 39,femenino,1
Mendoza,20 a 24,femenino,1
Entre Ríos,35 a 39,femenino,1
Sin Información,Sin especificar,femenino,54
Santa Fe,25 a 29,femenino,4
CABA,20 a 24,femenino,32
Bs.As.,20 a 24,femenino,5
Bs.As.,20 a 24,femenino,1
Sin Información,25 a 29,femenino,2
Tierra del Fuego,30 a 34,femenino,2
La Pampa,25 a 29,femenino,1
Tierra del Fuego,30 a 34,femenino,7
Santa Fe,20 a 24,femenino,48
Sgo. del Estero,30 a 34,femenino,2
Mendoza,25 a 29,femenino,8
Bs.As.,30 a 34,femenino,5
San Juan,30 a 34,femenino,1
Chaco,Sin especificar,femenino,1
Chaco,Sin especificar,femenino,1
Chaco,Sin especificar,femenino,1
Tucumán,35 a 39,femenino,1
Tucumán,35 a 39,femenino,2
Tucumán,35 a 39,femenino,3
Tucumán,35 a 39,femenino,2
Tucumán,20 a 24,femenino,9
Tucumán,15 a 19,femenino,87
Sgo. del Estero,40 a 44,femenino,1
Sgo. del Estero,40 a 44,femenino,3
Sgo. del Estero,40 a 44,femenino,9
Sgo. del Estero,40 a 44,femenino,15
Entre Ríos,25 a 29,femenino,41
Entre Ríos,25 a 29,femenino,34
Sgo. del Estero,De 45 y más,femenino,1
Entre Ríos,25 a 29,femenino,1
Entre Ríos,25 a 29,femenino,2
Mendoza,15 a 19,femenino,6
San Luis,15 a 19,femenino,11
Mendoza,15 a 19,femenino,6
Mendoza,15 a 19,femenino,4
Mendoza,25 a 29,femenino,3
Santa Fe,20 a 24,femenino,1
Salta,De 45 y más,femenino,2
Entre Ríos,20 a 24,femenino,1
Salta,15 a 19,femenino,5
Sin Información,Sin especificar,femenino,88
Mendoza,25 a 29,femenino,6
San Luis,30 a 34,femenino,7
Córdoba,15 a 19,femenino,1
Santa Fe,20 a 24,femenino,1
Córdoba,15 a 19,femenino,1
Tucumán,25 a 29,femenino,19
Tierra del Fuego,40 a 44,femenino,1
Tucumán,25 a 29,femenino,1
Tucumán,25 a 29,femenino,2
Mendoza,15 a 19,femenino,102
Santa Fe,25 a 29,femenino,5
Tierra del Fuego,15 a 19,femenino,7
Tierra del Fuego,15 a 19,femenino,6
Sgo. del Estero,25 a 29,femenino,2
San Luis,20 a 24,femenino,3
Sgo. del Estero,25 a 29,femenino,1
San Luis,20 a 24,femenino,1
San Luis,20 a 24,femenino,1
San Luis,20 a 24,femenino,9
Tucumán,35 a 39,femenino,4
Salta,15 a 19,femenino,1
Córdoba,15 a 19,femenino,3
Córdoba,15 a 19,femenino,1
Salta,15 a 19,femenino,3
Salta,15 a 19,femenino,1
Salta,15 a 19,femenino,2
Salta,15 a 19,femenino,5
Sgo. del Estero,25 a 29,femenino,1
Tierra del Fuego,20 a 24,femenino,1
Bs.As.,35 a 39,desconocido,3
Bs.As.,35 a 39,desconocido,1
Neuquén,30 a 34,femenino,1
Córdoba,15 a 19,femenino,237
Córdoba,15 a 19,femenino,411
Neuquén,30 a 34,femenino,2
Chaco,40 a 44,femenino,3
Chaco,40 a 44,femenino,11
Santa Cruz,15 a 19,femenino,3
Entre Ríos,30 a 34,femenino,1
Mendoza,20 a 24,femenino,21
Mendoza,20 a 24,femenino,28
Chaco,40 a 44,femenino,1
Tucumán,40 a 44,femenino,1
Tierra del Fuego,25 a 29,femenino,1
Chaco,40 a 44,femenino,1
Tierra del Fuego,15 a 19,femenino,1
Formosa,40 a 44,femenino,2
Sin Información,35 a 39,desconocido,1
Formosa,35 a 39,femenino,41
Bs.As.,35 a 39,desconocido,1
Tierra del Fuego,25 a 29,femenino,5
CABA,20 a 24,femenino,5
Santa Cruz,15 a 19,femenino,2
Entre Ríos,30 a 34,femenino,44
Entre Ríos,30 a 34,femenino,15
Bs.As.,20 a 24,desconocido,1
Bs.As.,Sin especificar,desconocido,1
Tucumán,25 a 29,femenino,30
CABA,20 a 24,femenino,1
CABA,20 a 24,femenino,3
Tucumán,20 a 24,femenino,2
Sin Información,15 a 19,femenino,1
Sin Información,20 a 24,femenino,1
CABA,20 a 24,femenino,91
CABA,20 a 24,femenino,196
CABA,20 a 24,femenino,110
Bs.As.,30 a 34,desconocido,1
Sin Información,35 a 39,femenino,2
Bs.As.,30 a 34,femenino,1
Bs.As.,30 a 34,femenino,2
CABA,20 a 24,femenino,1
CABA,20 a 24,femenino,13
CABA,20 a 24,femenino,40
CABA,20 a 24,femenino,24
Sin Información,25 a 29,femenino,5
Bs.As.,15 a 19,desconocido,1
Mendoza,20 a 24,femenino,11
Santa Fe,20 a 24,femenino,11
Mendoza,20 a 24,femenino,1
Sgo. del Estero,30 a 34,femenino,10
Sin Información,25 a 29,femenino,1
Mendoza,30 a 34,femenino,1
Mendoza,30 a 34,femenino,2
Entre Ríos,15 a 19,femenino,1
Sin Información,30 a 34,femenino,1
Bs.As.,30 a 34,femenino,2
Mendoza,30 a 34,femenino,40
Entre Ríos,35 a 39,femenino,1
Tierra del Fuego,30 a 34,femenino,9
Neuquén,Menor de 15,femenino,1
Salta,20 a 24,femenino,1
Tucumán,De 45 y más,femenino,3
Tierra del Fuego,30 a 34,femenino,1
Tierra del Fuego,30 a 34,femenino,2
Tierra del Fuego,30 a 34,femenino,10
La Rioja,30 a 34,femenino,19
La Rioja,30 a 34,femenino,17
Mendoza,25 a 29,femenino,63
Mendoza,25 a 29,femenino,2
Salta,20 a 24,femenino,2
Salta,15 a 19,femenino,1
Tucumán,20 a 24,femenino,1
Tucumán,20 a 24,femenino,9
Salta,15 a 19,femenino,1
Tucumán,20 a 24,femenino,84
Tucumán,20 a 24,femenino,48
Mendoza,25 a 29,femenino,3
Salta,15 a 19,femenino,9
Salta,15 a 19,femenino,23
Salta,15 a 19,femenino,7
Tierra del Fuego,35 a 39,femenino,1
Tucumán,20 a 24,femenino,3
Mendoza,25 a 29,femenino,1
Mendoza,25 a 29,femenino,1
Bs.As.,20 a 24,femenino,1411
Salta,De 45 y más,femenino,4
Salta,15 a 19,femenino,1
San Luis,30 a 34,femenino,34
Entre Ríos,20 a 24,femenino,1
Tucumán,30 a 34,femenino,2
Bs.As.,20 a 24,femenino,8
Tucumán,30 a 34,femenino,11
San Luis,30 a 34,femenino,4
Córdoba,15 a 19,femenino,1
Sgo. del Estero,25 a 29,femenino,23
Córdoba,15 a 19,femenino,16
Córdoba,15 a 19,femenino,24
Bs.As.,20 a 24,femenino,18
Bs.As.,20 a 24,femenino,1
Salta,15 a 19,femenino,3
Tucumán,30 a 34,femenino,1
Santa Fe,25 a 29,femenino,2
Mendoza,25 a 29,femenino,1
Entre Ríos,20 a 24,femenino,2
Santa Fe,25 a 29,femenino,1
Bs.As.,20 a 24,femenino,8
Santa Fe,25 a 29,femenino,1
Bs.As.,20 a 24,femenino,121
Sgo. del Estero,25 a 29,femenino,8
Bs.As.,20 a 24,femenino,43
Bs.As.,20 a 24,femenino,21
Entre Ríos,20 a 24,femenino,2
Sgo. del Estero,25 a 29,femenino,5
Córdoba,15 a 19,femenino,3
Bs.As.,20 a 24,femenino,1430
Bs.As.,20 a 24,femenino,3045
Bs.As.,20 a 24,femenino,2266
Sin Información,Sin especificar,desconocido,2
Bs.As.,35 a 39,desconocido,4
San Luis,20 a 24,femenino,1
Tierra del Fuego,20 a 24,femenino,14
Córdoba,15 a 19,femenino,24
Tierra del Fuego,20 a 24,femenino,3
Tierra del Fuego,20 a 24,femenino,1
Córdoba,15 a 19,femenino,203
La Rioja,30 a 34,indeterminado,1
Mendoza,30 a 34,femenino,16
Formosa,35 a 39,femenino,2
Formosa,35 a 39,femenino,1
Salta,35 a 39,femenino,5
San Juan,25 a 29,femenino,1
Formosa,35 a 39,femenino,3
Tierra del Fuego,25 a 29,femenino,1
Formosa,40 a 44,femenino,1
CABA,30 a 34,femenino,25
Formosa,35 a 39,femenino,51
Tucumán,40 a 44,femenino,15
Mendoza,20 a 24,femenino,189
Sin Información,Sin especificar,desconocido,4
Sgo. del Estero,35 a 39,femenino,1
San Luis,25 a 29,femenino,1
Bs.As.,15 a 19,desconocido,1
CABA,20 a 24,femenino,1
Salta,20 a 24,femenino,1
CABA,20 a 24,femenino,9
Entre Ríos,Menor de 15,femenino,1
Entre Ríos,30 a 34,femenino,2
Santa Cruz,15 a 19,femenino,4
Chaco,40 a 44,femenino,3
Santa Cruz,15 a 19,femenino,9
Santa Cruz,15 a 19,femenino,2
CABA,20 a 24,femenino,11
CABA,20 a 24,femenino,7
CABA,20 a 24,femenino,1
Sin Información,20 a 24,femenino,1
Sin Información,20 a 24,femenino,1
Sin Información,20 a 24,femenino,1
Sin Información,20 a 24,femenino,1
CABA,20 a 24,femenino,1
Sin Información,35 a 39,femenino,1
Sin Información,35 a 39,femenino,1
Sin Información,40 a 44,femenino,1
Tucumán,20 a 24,femenino,222
Tucumán,20 a 24,femenino,111
San Luis,25 a 29,femenino,5
Santa Fe,20 a 24,femenino,4
Entre Ríos,35 a 39,femenino,4
Bs.As.,35 a 39,desconocido,1
Sin Información,25 a 29,femenino,2
CABA,20 a 24,femenino,1
Santa Fe,20 a 24,femenino,4
Sgo. del Estero,30 a 34,femenino,51
Bs.As.,30 a 34,femenino,1
La Pampa,25 a 29,femenino,45
Mendoza,30 a 34,femenino,3
Sgo. del Estero,30 a 34,femenino,1
Sin Información,30 a 34,femenino,1
Bs.As.,30 a 34,femenino,2
Tucumán,25 a 29,femenino,9
Mendoza,25 a 29,femenino,1
Entre Ríos,35 a 39,femenino,1
Mendoza,25 a 29,femenino,5
Salta,20 a 24,femenino,3
Salta,40 a 44,femenino,2
Salta,20 a 24,femenino,1
Salta,40 a 44,femenino,7
Salta,40 a 44,femenino,3
Salta,20 a 24,femenino,2
Salta,20 a 24,femenino,1
Salta,20 a 24,femenino,1
San Juan,30 a 34,femenino,57
Salta,20 a 24,femenino,19
Salta,20 a 24,femenino,24
Salta,40 a 44,femenino,1
Salta,40 a 44,femenino,11
Salta,40 a 44,femenino,22
Salta,40 a 44,femenino,13
Salta,40 a 44,femenino,1
Salta,40 a 44,femenino,2
CABA,25 a 29,femenino,1
CABA,25 a 29,femenino,3
CABA,25 a 29,femenino,4
CABA,25 a 29,femenino,1
Bs.As.,20 a 24,femenino,2163
Salta,15 a 19,femenino,1
Salta,15 a 19,femenino,1
Entre Ríos,20 a 24,femenino,1
Tucumán,30 a 34,femenino,49
San Luis,30 a 34,femenino,23
San Luis,30 a 34,femenino,1
San Luis,30 a 34,femenino,1
Sgo. del Estero,25 a 29,femenino,1
Tucumán,30 a 34,femenino,5
Santa Fe,20 a 24,femenino,13
Tucumán,30 a 34,femenino,2
Santa Fe,20 a 24,femenino,1
Santa Fe,20 a 24,femenino,1
Tucumán,25 a 29,femenino,14
Mendoza,25 a 29,femenino,249
Bs.As.,20 a 24,femenino,5
Santa Fe,20 a 24,femenino,7
Tucumán,30 a 34,femenino,7
Tucumán,30 a 34,femenino,39
Sgo. del Estero,25 a 29,femenino,3
Entre Ríos,20 a 24,femenino,19
Tierra del Fuego,15 a 19,femenino,1
Bs.As.,20 a 24,femenino,56
Bs.As.,De 45 y más,desconocido,1
Bs.As.,20 a 24,femenino,196
Tierra del Fuego,20 a 24,femenino,1
San Luis,20 a 24,femenino,37
Tierra del Fuego,20 a 24,femenino,1
Entre Ríos,20 a 24,femenino,1
Entre Ríos,20 a 24,femenino,1
Sgo. del Estero,25 a 29,femenino,75
Sgo. del Estero,25 a 29,femenino,190
Sgo. del Estero,25 a 29,femenino,153
Bs.As.,Sin especificar,desconocido,2
Santa Cruz,20 a 24,femenino,15
Santa Fe,30 a 34,femenino,26
Bs.As.,20 a 24,femenino,2
San Luis,20 a 24,femenino,5
Santa Fe,30 a 34,femenino,3
Santa Fe,30 a 34,femenino,1
Mendoza,20 a 24,femenino,66
Córdoba,15 a 19,femenino,1
Bs.As.,20 a 24,femenino,1
Entre Ríos,20 a 24,femenino,1
Entre Ríos,20 a 24,femenino,3
Bs.As.,15 a 19,desconocido,1
Santa Fe,30 a 34,femenino,1
Córdoba,15 a 19,femenino,2
San Juan,40 a 44,femenino,6
Córdoba,15 a 19,femenino,10
San Luis,20 a 24,femenino,2
CABA,30 a 34,femenino,90
San Juan,40 a 44,femenino,1
Formosa,35 a 39,femenino,1
Bs.As.,30 a 34,femenino,1
Sgo. del Estero,35 a 39,femenino,1
Tucumán,25 a 29,femenino,8
Tierra del Fuego,15 a 19,femenino,1
Entre Ríos,30 a 34,femenino,21
Tierra del Fuego,15 a 19,femenino,4
Tucumán,40 a 44,femenino,1
Entre Ríos,Menor de 15,femenino,1
Tierra del Fuego,25 a 29,femenino,1
CABA,20 a 24,femenino,2
CABA,20 a 24,femenino,1
Bs.As.,20 a 24,desconocido,1
Santa Fe,20 a 24,femenino,10
Santa Fe,20 a 24,femenino,2
Santa Cruz,20 a 24,femenino,7
CABA,20 a 24,femenino,5
Bs.As.,15 a 19,desconocido,1
Chubut,40 a 44,desconocido,1
Bs.As.,15 a 19,desconocido,1
Mendoza,15 a 19,femenino,1
CABA,20 a 24,femenino,1
Tucumán,25 a 29,femenino,16
Tucumán,25 a 29,femenino,17
Bs.As.,30 a 34,desconocido,2
Entre Ríos,15 a 19,femenino,1
Entre Ríos,15 a 19,femenino,7
Bs.As.,30 a 34,desconocido,1
Santa Fe,25 a 29,femenino,1
Santa Fe,20 a 24,femenino,5
Sin Información,Sin especificar,femenino,1
Sin Información,25 a 29,femenino,5
Sin Información,25 a 29,femenino,2
San Luis,25 a 29,femenino,1
San Luis,25 a 29,femenino,2
Santa Fe,20 a 24,femenino,43
La Pampa,25 a 29,femenino,2
Santa Fe,20 a 24,femenino,6
Entre Ríos,15 a 19,femenino,9
Mendoza,30 a 34,femenino,4
Santa Fe,20 a 24,femenino,695
Entre Ríos,20 a 24,femenino,1
Tucumán,25 a 29,femenino,1
Tucumán,30 a 34,femenino,1
Tierra del Fuego,30 a 34,femenino,1
Tucumán,15 a 19,femenino,1
Tucumán,15 a 19,femenino,1
Tucumán,35 a 39,femenino,2
Tucumán,15 a 19,femenino,3
Tucumán,15 a 19,femenino,10
Tucumán,35 a 39,femenino,1
Tucumán,20 a 24,femenino,8
Santa Fe,20 a 24,femenino,5
Mendoza,25 a 29,femenino,2
Tucumán,15 a 19,femenino,33
Mendoza,Menor de 15,femenino,9
Mendoza,Menor de 15,femenino,2
Entre Ríos,25 a 29,femenino,25
Mendoza,15 a 19,femenino,1
Neuquén,20 a 24,femenino,1
Entre Ríos,25 a 29,femenino,1
Tucumán,15 a 19,femenino,1
Tucumán,15 a 19,femenino,3
Tucumán,20 a 24,femenino,1
Mendoza,25 a 29,femenino,216
Salta,15 a 19,femenino,1
Entre Ríos,20 a 24,femenino,6
Entre Ríos,20 a 24,femenino,3
San Luis,30 a 34,femenino,20
Santa Fe,25 a 29,femenino,251
Tucumán,30 a 34,femenino,126
Tucumán,30 a 34,femenino,82
Bs.As.,20 a 24,femenino,6
Santa Fe,30 a 34,femenino,96
Sin Información,Sin especificar,femenino,2
Tucumán,30 a 34,femenino,1
Bs.As.,20 a 24,femenino,5
Entre Ríos,20 a 24,femenino,2
Tucumán,30 a 34,femenino,7
Entre Ríos,20 a 24,femenino,4
Córdoba,15 a 19,femenino,68
Mendoza,25 a 29,femenino,1
Tucumán,20 a 24,femenino,5
Santa Fe,25 a 29,femenino,6
Santa Fe,30 a 34,femenino,19
Santa Fe,30 a 34,femenino,6
Santa Fe,25 a 29,femenino,1
Sgo. del Estero,35 a 39,femenino,1
Santa Fe,30 a 34,femenino,138
Bs.As.,40 a 44,desconocido,1
Tierra del Fuego,15 a 19,femenino,1
Entre Ríos,20 a 24,femenino,1
Entre Ríos,20 a 24,femenino,1
Bs.As.,Sin especificar,desconocido,1
Bs.As.,Sin especificar,desconocido,1
Bs.As.,Sin especificar,desconocido,1
Entre Ríos,20 a 24,femenino,1
Tucumán,30 a 34,femenino,2
Tucumán,30 a 34,femenino,4
Santa Cruz,20 a 24,femenino,10
Entre Ríos,15 a 19,femenino,1
Santa Cruz,20 a 24,femenino,5
Bs.As.,20 a 24,femenino,9
Bs.As.,20 a 24,femenino,9
Tierra del Fuego,20 a 24,femenino,9
San Luis,20 a 24,femenino,60
Bs.As.,30 a 34,desconocido,1
Tucumán,40 a 44,femenino,1
Tierra del Fuego,20 a 24,femenino,2
Tierra del Fuego,20 a 24,femenino,5
Mendoza,20 a 24,femenino,1
Tucumán,20 a 24,femenino,1
Santa Fe,25 a 29,femenino,1
Tucumán,40 a 44,femenino,4
Mendoza,20 a 24,femenino,6
Entre Ríos,30 a 34,femenino,94
San Juan,40 a 44,femenino,1
Tierra del Fuego,15 a 19,femenino,1
Sgo. del Estero,35 a 39,femenino,7
Tucumán,25 a 29,femenino,7
Tucumán,20 a 24,femenino,19
Entre Ríos,20 a 24,femenino,8
Tucumán,De 45 y más,femenino,2
La Rioja,25 a 29,indeterminado,1
Salta,30 a 34,indeterminado,1
Entre Ríos,Menor de 15,femenino,2
Sgo. del Estero,25 a 29,femenino,22
San Luis,25 a 29,femenino,2
Tucumán,40 a 44,femenino,1
Tierra del Fuego,25 a 29,femenino,14
Santa Fe,20 a 24,femenino,1
Entre Ríos,30 a 34,femenino,1
CABA,35 a 39,desconocido,1
Bs.As.,30 a 34,femenino,608
Bs.As.,25 a 29,desconocido,1
Santa Cruz,20 a 24,femenino,4
Santa Cruz,20 a 24,femenino,1
Santa Cruz,20 a 24,femenino,1
Mendoza,25 a 29,femenino,16
Salta,15 a 19,femenino,1
Mendoza,25 a 29,femenino,1
Santa Cruz,20 a 24,femenino,5
Santa Cruz,20 a 24,femenino,4
Santa Cruz,20 a 24,femenino,1
Tucumán,40 a 44,femenino,1
San Luis,25 a 29,femenino,4
Santa Fe,20 a 24,femenino,2
Entre Ríos,15 a 19,femenino,30
Bs.As.,30 a 34,femenino,51
Bs.As.,30 a 34,femenino,78
La Pampa,25 a 29,femenino,3
San Luis,25 a 29,femenino,74
Tierra del Fuego,30 a 34,femenino,1
Entre Ríos,15 a 19,femenino,13
La Pampa,25 a 29,femenino,1
Santa Fe,20 a 24,femenino,13
Tierra del Fuego,30 a 34,femenino,1
Tucumán,40 a 44,femenino,1
Sgo. del Estero,30 a 34,femenino,1
Salta,15 a 19,femenino,1
Sgo. del Estero,25 a 29,femenino,1
CABA,25 a 29,femenino,2
Salta,15 a 19,femenino,1
CABA,25 a 29,femenino,11
Tierra del Fuego,30 a 34,femenino,1
Tucumán,20 a 24,femenino,2
Salta,Menor de 15,femenino,1
La Rioja,30 a 34,femenino,11
Mendoza,25 a 29,femenino,5
Salta,Menor de 15,femenino,2
Tucumán,20 a 24,femenino,1
CABA,25 a 29,femenino,41
San Juan,30 a 34,femenino,8
Sin Información,35 a 39,femenino,2
San Luis,30 a 34,femenino,1
San Luis,30 a 34,femenino,1
Mendoza,25 a 29,femenino,9
Mendoza,25 a 29,femenino,15
Bs.As.,20 a 24,femenino,187
Bs.As.,30 a 34,femenino,4
Santa Fe,20 a 24,femenino,3
Mendoza,25 a 29,femenino,17
Mendoza,25 a 29,femenino,130
Tucumán,30 a 34,femenino,10
Tucumán,30 a 34,femenino,10
Tucumán,30 a 34,femenino,6
San Luis,30 a 34,femenino,3
San Luis,30 a 34,femenino,2
Tucumán,30 a 34,femenino,9
Bs.As.,30 a 34,femenino,2526
Sgo. del Estero,25 a 29,femenino,9
Sgo. del Estero,25 a 29,femenino,19
Sgo. del Estero,25 a 29,femenino,21
Sgo. del Estero,25 a 29,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,25 a 29,desconocido,1
Bs.As.,20 a 24,femenino,4
Salta,15 a 19,femenino,1
Mendoza,20 a 24,femenino,23
Santa Fe,30 a 34,femenino,3
Tucumán,30 a 34,femenino,6
Tucumán,25 a 29,femenino,4
Sgo. del Estero,30 a 34,femenino,1
Sgo. del Estero,25 a 29,femenino,69
Bs.As.,40 a 44,desconocido,3
Santa Fe,25 a 29,femenino,6
Sgo. del Estero,35 a 39,femenino,1
Bs.As.,30 a 34,femenino,25
Bs.As.,40 a 44,desconocido,1
Entre Ríos,Menor de 15,femenino,5
Santa Fe,30 a 34,femenino,1
Tierra del Fuego,25 a 29,femenino,1
Tucumán,20 a 24,femenino,1
Bs.As.,30 a 34,femenino,650
Bs.As.,Sin especificar,desconocido,3
Bs.As.,Sin especificar,desconocido,1
Bs.As.,30 a 34,femenino,1
Neuquén,15 a 19,femenino,24
CABA,25 a 29,femenino,49
Entre Ríos,15 a 19,femenino,1
Entre Ríos,15 a 19,femenino,1
CABA,20 a 24,femenino,2
CABA,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,13
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,5
San Juan,40 a 44,femenino,1
La Rioja,20 a 24,indeterminado,1
Sgo. del Estero,35 a 39,indeterminado,2
Bs.As.,30 a 34,femenino,1
La Rioja,30 a 34,indeterminado,1
Salta,35 a 39,femenino,4
Sgo. del Estero,20 a 24,indeterminado,1
Tierra del Fuego,20 a 24,femenino,2
San Luis,20 a 24,femenino,4
Neuquén,20 a 24,femenino,1
Santa Fe,30 a 34,femenino,5
Tucumán,40 a 44,femenino,5
Tucumán,40 a 44,femenino,29
Bs.As.,Menor de 15,desconocido,1
Salta,15 a 19,femenino,1
Tierra del Fuego,30 a 34,femenino,4
Tucumán,20 a 24,femenino,184
San Juan,30 a 34,femenino,1
Neuquén,Menor de 15,femenino,2
Sgo. del Estero,15 a 19,indeterminado,1
CABA,25 a 29,femenino,4
Entre Ríos,Menor de 15,femenino,2
CABA,25 a 29,femenino,4
Entre Ríos,Menor de 15,femenino,2
Santa Fe,20 a 24,femenino,51
Salta,Menor de 15,femenino,9
San Juan,30 a 34,femenino,108
